"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",99,
"HUN","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1980",99,"E"
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1981",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1982",98,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1983",94,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1984",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1985",99,"E"
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1986",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1987",99,"E"
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1988",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1989",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1990",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1991",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1992",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1993",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1994",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1995",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1996",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1997",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1998",99,"E"
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","1999",98,"E"
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2000",98,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2001",92,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2002",95,"E"
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2003",97,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2004",99,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2005",95,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2006",97,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2007",97,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2008",98,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2009",96,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2010",96,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2011",95,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2012",89,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2013",91,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2014",90,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2015",92,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2016",91,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2017",89,
"ISL","CHILDVACCIN","DTP","PC_CHILD","A","2018",91,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",81,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",96,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",96,"E"
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",95,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",97,"E"
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",98,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",99,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",96,"E"
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",94,"E"
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",91,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",88,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",91,"E"
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",93,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",93,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",90,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",95,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",95,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",96,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",92,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",93,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",94,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",90,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",91,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",90,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",93,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",91,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",92,
"ISL","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",93,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1980",34,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1981",36,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1982",43,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1983",42,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1984",45,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1985",45,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1986",44,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1987",44,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1988",43,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1989",65,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1990",65,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1991",67,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1992",68,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1993",70,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1994",71,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1995",73,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1996",74,"E"
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1997",76,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1998",84,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","1999",86,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2000",86,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2001",84,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2002",83,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2003",86,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2004",89,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2005",90,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2006",91,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2007",92,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2008",93,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2009",94,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2010",94,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2011",95,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2012",95,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2013",96,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2014",96,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2015",95,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2016",95,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2017",95,
"IRL","CHILDVACCIN","DTP","PC_CHILD","A","2018",95,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",10,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",10,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",63,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",65,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",66,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",68,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",78,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",78,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",78,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",78,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",78,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",78,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",77,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",77,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",77,"E"
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",77,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",77,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",79,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",73,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",73,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",78,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",81,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",84,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",86,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",87,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",89,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",90,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",90,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",92,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",92,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",92,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",93,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",93,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",92,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",92,
"IRL","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",92,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1990",80,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1991",80,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1992",80,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1993",82,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1994",83,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1995",84,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1996",84,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1997",85,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1998",86,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","1999",87,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2000",87,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2001",93,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2002",93,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2003",96,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2004",94,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2005",95,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2006",96,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2007",97,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2008",96,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2009",96,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2010",96,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2011",96,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2012",97,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2013",96,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2014",95,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2015",93,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2016",93,"E"
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2017",94,
"ITA","CHILDVACCIN","DTP","PC_CHILD","A","2018",95,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",43,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",50,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",50,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",50,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",50,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",50,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",50,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",55,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",55,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",70,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",74,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",77,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",81,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",84,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",86,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",87,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",88,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",90,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",90,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",90,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",91,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",90,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",90,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",90,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",87,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",85,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",85,"E"
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",92,
"ITA","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",93,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1980",60,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1981",75,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1982",81,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1983",80,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1984",82,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1985",83,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1986",84,"E"
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1987",85,"E"
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1988",86,"E"
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1989",87,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1990",87,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1991",92,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1992",87,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1993",85,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1994",80,"E"
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1995",74,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1996",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1997",70,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1998",75,"E"
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","1999",80,"E"
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2000",85,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2001",95,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2002",97,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2003",97,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2004",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2005",98,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2006",98,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2007",98,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2008",98,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2009",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2010",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2011",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2012",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2013",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2014",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2015",96,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2016",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2017",99,
"JPN","CHILDVACCIN","DTP","PC_CHILD","A","2018",99,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1980",69,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1981",68,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1982",66,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",70,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",73,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",73,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",74,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",75,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",76,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",77,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",73,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",71,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",69,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",68,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",81,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",93,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",94,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",94,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",95,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",95,"E"
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",96,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",98,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",99,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",99,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",99,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",98,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",97,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",98,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",97,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",94,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",94,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",94,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",96,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",95,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",98,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",96,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",96,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",99,
"JPN","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",97,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1980",70,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1981",61,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1982",61,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1983",69,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1984",76,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1985",76,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1986",76,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1987",57,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1988",58,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1989",89,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1990",74,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1991",79,"E"
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1992",84,"E"
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1993",88,"E"
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1994",93,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1995",99,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1996",90,"E"
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1997",80,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1998",74,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","1999",86,"E"
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2000",97,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2001",97,"E"
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2002",97,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2003",97,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2004",88,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2005",96,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2006",98,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2007",91,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2008",94,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2009",94,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2010",94,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2011",99,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2012",99,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2013",99,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2014",99,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2015",98,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2016",98,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2017",97,
"KOR","CHILDVACCIN","DTP","PC_CHILD","A","2018",98,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1980",4,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1981",5,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1982",5,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",33,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",61,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",89,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",89,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",82,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",70,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",95,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",93,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",93,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",93,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",92,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",92,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",93,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",89,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",85,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",85,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",90,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",95,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",96,"E"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",97,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",96,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",99,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",99,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",99,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",92,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",92,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",93,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",98,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",99,
